Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
69208	erfurt np0-nn1		1
69209	ergel vvb-nn1		1
69210	ergonomics nn1		1
69211	ergo nn1-np0		1
69212	erh nn1		1
69213	erh nn1-np0		1
69214	eria nn1		1
69215	ericaceous aj0		1
69216	erie np0		1
69217	erithramita np0		1
69218	eritrea np0		1
69219	erk vvb-nn1		1
69220	ermerm nn1		1
69221	ermintrude np0		1
69222	ernie nn1		1
69223	ernston np0		1
69224	ern vvi		1
69225	eroded aj0-vvd		1
69226	erodes vvz		1
69227	erode vvb		1
69228	erosional aj0		1
69229	eros np0		1
69230	eroticism nn1		1
69231	ero nn1-np0		1
69232	erpounds nn2		1
69233	errand nn1-vvb		1
69234	erratically av0		1
69235	erring aj0		1
69236	errrrr np0-nn1		1
69237	errrr nn1		1
69238	errup vvb		1
69239	ersly np0		1
69240	erstogoetsland np0		1
69241	erstogoetsland np0-nn1		1
69242	erstwhile aj0		1
69243	erudite aj0		1
69244	erum nn1		1
69245	erupting vvg		1
69246	eruptions nn2		1
69247	ervey np0		1
69248	erythropoietin nn1-np0		1
69249	escalations nn2		1
69250	escales np0		1
69251	escallops nn2-vvz		1
69252	escallop nn1-vvb		1
69253	escapade nn1		1
69254	escaped aj0-vvd		1
69255	escaped aj0-vvn		1
69256	escapee unc		1
69257	escargot vvb-nn1		1
69258	escarpment nn1		1
69259	eschatology nn1		1
69260	escorted vvd-vvn		1
69261	escort vvb		1
69262	esdale np0		1
69263	esmé np0		1
69264	esmé np0-nn1		1
69265	espadrilles nn2		1
69266	espania np0		1
69267	espinear np0		1
69268	espoused vvd		1
69269	esprit unc		1
69270	esp av0		1
69271	essay nn1-vvb		1
69272	ess np0-nn1		1
69273	est-ce unc		1
69274	est-il unc		1
69275	establishing nn1		1
69276	establishme unc		1
69277	esta unc		1
69278	esteemed vvd		1
69279	esteem vvi		1
69280	estefan np0		1
69281	estefan np0-nn1		1
69282	estelle nn1-np0		1
69283	estelle np0		1
69284	estelle np0-nn1		1
69285	esterase vvb		1
69286	esteril np0		1
69287	estesties nn2		1
69288	estialcodine nn1-vvb		1
69289	estimable aj0		1
69290	estimatable aj0		1
69291	estimated vvd-aj0		1
69292	estimations nn2		1
69293	estimator np0-nn1		1
69294	estima np0		1
69295	estira unc		1
69296	esti unc		1
69297	estler np0-nn1		1
69298	estuary-type aj0		1
69299	etam vvb-nn1		1
69300	etaul nn1-vvb		1
69301	etcet unc		1
69302	etce unc		1
69303	etchasketches np0		1
69304	etched vvn-vvd		1
69305	etch nn1		1
69306	etch vvb		1
69307	etch vvi		1
69308	etenalol nn1		1
69309	eternal unc		1
69310	ethane nn1		1
69311	ethanols nn2		1
69312	ethanol nn1-np0		1
69313	ethan nn1-np0		1
69314	ethan np0-nn1		1
69315	ethate nn1		1
69316	etha unc		1
69317	ethelbergers np0		1
69318	ethile nn1-aj0		1
69319	ethiope nn1		1
69320	ethiopians nn2		1
69321	ethio unc		1
69322	ethnically av0		1
69323	ethnographically av0		1
69324	ethnography nn1		1
69325	ethologist nn1		1
69326	ethoxy aj0-nn1		1
69327	ethoxy nn1-aj0		1
69328	eth unc		1
69329	eth vvz		1
69330	etien aj0-nn1		1
69331	eubanks np0		1
69332	eubank np0		1
69333	eucharistic aj0		1
69334	eucharist nn1-aj0		1
69335	eugenes np0		1
69336	eugenics nn1		1
69337	eumobate nn1-vvb		1
69338	eumobate vvb		1
69339	eunuch nn1		1
69340	euphemistic aj0		1
69341	euphonium nn1		1
69342	euphonium unc		1
69343	euphon unc		1
69344	euratom nn1		1
69345	eurhythmics nn1		1
69346	eurhythmics np0-nn1		1
69347	eurip unc		1
69348	euro-barometer nn1		1
69349	euro-barometer nn1-aj0		1
69350	euro-commissioner np0		1
69351	euro-disney np0		1
69352	euro-fair aj0		1
69353	euro-sceptic nn1		1
69354	euro- aj0-nn1		1
69355	euroaton np0		1
69356	eurobonds nn2		1
69357	eurobudget np0-nn1		1
69358	eurocheques np0		1
69359	eurocrats nn2		1
69360	euroexpress np0-nn1		1
69361	eurofile nn1-np0		1
69362	eurofile np0-nn1		1
69363	europa np0		1
69364	europeaney np0-nn1		1
69365	europea unc		1
69366	eurosafe nn1-np0		1
69367	eurostep nn1-np0		1
69368	eurostep np0-nn1		1
69369	eurythmics np0		1
69370	euthanasia nn1		1
69371	eût unc		1
69372	evacuated aj0-vvn		1
69373	evacuated vvd		1
69374	evacuates vvz		1
69375	evacuate vvb-nn1		1
69376	evacuee nn1		1
69377	evacu unc		1
69378	evaded vvd		1
69379	evades vvz		1
69380	evade vvb		1
69381	evading vvg		1
69382	evaluating vvg-aj0		1
69383	evaluating vvg-nn1		1
69384	evalu unc		1
69385	evangelicalism nn1		1
69386	evangelist nn1		1
69387	evan np0		1
69388	evaporated aj0-vvn		1
69389	evaporating vvg-aj0		1
69390	evasiveness nn1		1
69391	evasive aj0		1
69392	even-handedness nn1-aj0		1
69393	even-handed aj0-av0		1
69394	even-stevens nn2		1
69395	evened vvd		1
69396	eveni unc		1
69397	evensong nn1-vvb		1
69398	evens vvz		1
69399	event-driven aj0		1
69400	eventing nn1		1
69401	eventu unc		1
69402	event unc		1
69403	even vvb		1
69404	ever-growing aj0		1
69405	everage np0		1
69406	everbody nn1		1
69407	evergreen nn1		1
69408	evergreen nn1-aj0		1
69409	everland np0		1
69410	everley nn1-aj0		1
69411	everley nn1-np0		1
69412	eversons nn2		1
69413	evers vvz		1
69414	everthing nn1-vvg		1
69415	everthing np0		1
69416	every-day aj0		1
69417	everybodys nn2		1
69418	everybody unc		1
69419	everybod unc		1
69420	everythi unc		1
69421	everywh unc		1
69422	everyw unc		1
69423	evesdon np0		1
69424	eves nn2		1
69425	evette nn1-np0		1
69426	evian aj0		1
69427	evicted vvn-aj0		1
69428	evict vvb		1
69429	evidences nn2		1
69430	evidentially av0		1
69431	evid unc		1
69432	evilly av0-aj0		1
69433	evington np0		1
69434	evington np0-nn1		1
69435	evi unc		1
69436	evocation nn1		1
69437	evocative aj0		1
69438	evoked vvn		1
69439	evolved vvn-vvd		1
69440	evonana np0-nn1		1
69441	evy nn1-np0		1
69442	ev nn1		1
69443	ewart np0		1
69444	ew nn1		1
69445	ew nn1-vvb		1
69446	ex-alliance aj0-nn1		1
69447	ex-army aj0		1
69448	ex-beatle aj0		1
69449	ex-boss nn1		1
69450	ex-boxer aj0-nn1		1
69451	ex-boyfriend nn1		1
69452	ex-callie aj0		1
69453	ex-callie np0-nn1		1
69454	ex-carer nn1-aj0		1
69455	ex-challenge aj0		1
69456	ex-chancellor nn1-aj0		1
69457	ex-ch unc		1
69458	ex-colonial aj0		1
69459	ex-commons nn2		1
69460	ex-company nn1		1
69461	ex-con aj0		1
69462	ex-copper nn1		1
69463	ex-councillors nn2		1
69464	ex-councillor nn1		1
69465	ex-councillor nn1-aj0		1
69466	ex-examiners nn2		1
69467	ex-gardener nn1-aj0		1
69468	ex-general nn1-aj0		1
69469	ex-governor nn1-aj0		1
69470	ex-head nn1		1
69471	ex-husband aj0-nn1		1
69472	ex-husband nn1-aj0		1
69473	ex-indian aj0		1
69474	ex-irish aj0		1
69475	ex-law nn1		1
69476	ex-leadership nn1-aj0		1
69477	ex-leaders nn2		1
69478	ex-library aj0-nn1		1
69479	ex-machinery nn1		1
69480	ex-manager nn1		1
69481	ex-master nn1		1
69482	ex-members nn2		1
69483	ex-military aj0		1
69484	ex-miners nn2		1
69485	ex-mistress nn1-aj0		1
69486	ex-mrs np0		1
69487	ex-m zz0		1
69488	ex-nurse nn1-aj0		1
69489	ex-offenders nn2		1
69490	ex-officio aj0-nn1		1
69491	ex-patient nn1-aj0		1
69492	ex-pats nn2		1
69493	ex-police nn2		1
69494	ex-polys nn2		1
69495	ex-position nn1		1
69496	ex-radio aj0		1
69497	ex-serviceman nn1		1
69498	ex-singer nn1		1
69499	ex-soldier nn1		1
69500	ex-spoolers nn2		1
69501	ex-student nn1-aj0		1
69502	ex-teacher nn1-aj0		1
69503	ex-tesco aj0		1
69504	ex-west nn1		1
69505	ex-wives nn2		1
69506	ex-workaholic aj0		1
69507	ex- aj0		1
69508	exacerbated vvd-vvn		1
69509	exacerbating vvg		1
69510	exacerbation nn1		1
69511	exacted vvn		1
69512	exaction nn1		1
69513	exaggerated aj0-vvd		1
69514	exaggerates vvz		1
69515	exaggerate aj0		1
69516	exaggerate nn1-aj0		1
69517	exaggerate vvb-nn1		1
69518	exalt vvi		1
69519	examinable aj0		1
69520	examiner nn1-np0		1
69521	examiner np0-nn1		1
69522	examiner unc		1
69523	examins nn2		1
69524	examin unc		1
69525	example nn0		1
69526	exasasberate vvi		1
69527	exasperated aj0		1
69528	exasperated aj0-vvn		1
69529	excavating aj0-nn1		1
69530	excavators nn2		1
69531	exceeded vvn-aj0		1
69532	excelled vvn		1
69533	excell unc		1
69534	excelsior nn1		1
69535	excelsior np0		1
69536	excepted aj0		1
69537	excepted vvd		1
69538	excepted vvn		1
69539	excepting prp		1
69540	exceptionable aj0		1
69541	except unc		1
69542	except vvi		1
69543	excerpt nn1-vvb		1
69544	excessible aj0		1
69545	excess unc		1
69546	exce unc		1
69547	exchanged aj0-vvn		1
69548	exchanged vvn-vvd		1
69549	exchanges nn2-vvz		1
69550	excised vvn-aj0		1
69551	excitations nn2		1
69552	excited vvd-aj0		1
69553	excitements nn2		1
69554	excites vvz		1
69555	excite vvb		1
69556	exciting vvg		1
69557	excit unc		1
69558	exci unc		1
69559	exclusives nn2		1
69560	exclusive unc		1
69561	excon np0-nn1		1
69562	excrescence nn1		1
69563	excrete vvb		1
69564	excretory aj0		1
69565	excruciatingly av0		1
69566	excrusive aj0		1
69567	exculpate vvb		1
69568	excusable aj0		1
69569	excused vvd		1
69570	excuses vvz		1
69571	excuses vvz-nn2		1
69572	excusez np0-nn1		1
69573	excusing vvg-aj0		1
69574	exea np0-nn1		1
69575	exec. np0		1
69576	execrable np0		1
69577	execra unc		1
69578	execs np0		1
69579	executable aj0		1
69580	executed aj0		1
69581	executed aj0-vvn		1
69582	executed vvd		1
69583	executed vvd-vvn		1
69584	executing vvg		1
69585	executioners nn2		1
69586	executi unc		1
69587	executorship nn1		1
69588	execu unc		1
69589	exec np0-nn1		1
69590	exec unc		1
69591	exemplified vvd		1
69592	exemplify vvi		1
69593	exempting vvg		1
69594	exept unc		1
69595	exercise-induced aj0		1
69596	exercised vvd		1
69597	exercising nn1		1
69598	exercising vvg-aj0		1
69599	exerted vvd-vvn		1
69600	exerting vvg-nn1		1
69601	exer unc		1
69602	exes nn2		1
69603	exhausting nn1		1
69604	exhausts nn2-vvz		1
69605	exhaust vvb		1
69606	exhaust vvb-nn1		1
69607	exhaust vvi		1
69608	exhibitionism nn1		1
69609	exhibitionist nn1		1
69610	exhibit nn1		1
69611	exhi unc		1
69612	exhorting vvg		1
69613	exhort vvi		1
69614	exigences nn2		1
69615	exiles nn2		1
69616	existed vvn-vvd		1
69617	existing nn1		1
69618	exist unc		1
69619	exited aj0-vvd		1
69620	exiting nn1-aj0		1
69621	exits vvz		1
69622	exi unc		1
69623	exj unc		1
69624	exogamous aj0		1
69625	exonerated vvd		1
69626	exorbitantly av0		1
69627	exorcised vvn-aj0		1
69628	exotically av0		1
69629	expander nn1		1
69630	expanses nn2		1
69631	expansionable aj0		1
69632	expansione np0-nn1		1
69633	expansione vvb		1
69634	expansively av0		1
69635	expan unc		1
69636	expatriate aj0-nn1		1
69637	expatriate nn1		1
69638	expectancies nn2		1
69639	expectantly av0		1
69640	expectant aj0-nn1		1
69641	expectation unc		1
69642	expec unc		1
69643	expedience nn1		1
69644	expediencies nn2		1
69645	expedients nn2		1
69646	expedient aj0		1
69647	expedient aj0-nn1		1
69648	expedient nn1		1
69649	expedient nn1-aj0		1
69650	expeditions nn2		1
69651	expeditiously av0		1
69652	expelled vvd		1
69653	expels vvz		1
69654	expended unc		1
69655	expended vvn-vvd		1
69656	expending vvg-aj0		1
69657	expend unc		1
69658	expend vvb		1
69659	expenim unc		1
69660	expensed aj0-vvn		1
69661	expensed vvd-vvn		1
69662	expensed vvn-vvd		1
69663	expense unc		1
69664	experiential aj0		1
69665	experimentations nn2		1
69666	experimented vvd		1
69667	experimenters nn2		1
69668	experiment vvb-nn1		1
69669	experting vvg		1
69670	expertises nn2		1
69671	expired aj0		1
69672	expired vvd-aj0		1
69673	expired vvn		1
69674	expire vvb		1
69675	expiry nn1		1
69676	explained aj0-vvn		1
69677	explained vvn-aj0		1
69678	explaining nn1		1
69679	explaining nn1-vvg		1
69680	explain unc		1
69681	explanary aj0-nn1		1
69682	explan nn1		1
69683	explan unc		1
69684	explicate vvi		1
69685	explicitness nn1		1
69686	exploded vvd-vvn		1
69687	exploded vvn		1
69688	exploded vvn-aj0		1
69689	exploitable aj0		1
69690	exploitations nn2		1
69691	exploitive aj0		1
69692	exploit vvb-nn1		1
69693	explored vvn-vvd		1
69694	explosively av0		1
69695	explosive aj0-nn1		1
69696	explosive nn1		1
69697	exponent nn1		1
69698	exported aj0		1
69699	exported vvd		1
69700	exports vvz		1
69701	exposed aj0-vvd		1
69702	exposed vvd		1
69703	exposee nn1		1
69704	expose vvb-nn1		1
69705	expressed aj0-vvn		1
69706	expressionist aj0		1
69707	expressionist nn1-aj0		1
69708	expressively av0		1
69709	expresso nn1		1
69710	expropriation nn1		1
69711	exp aj0		1
69712	exquence nn1		1
69713	exquisitely av0		1
69714	exsected vvn-aj0		1
69715	exs unc		1
69716	exteme unc		1
69717	extending vvg-aj0		1
69718	extense nn1		1
69719	extensional aj0		1
69720	extents nn2		1
69721	extenuating vvg-aj0		1
69722	exten unc		1
69723	extep vvb-nn1		1
69724	exterior aj0-nn1		1
69725	externalization nn1		1
69726	extern unc		1
69727	exte unc		1
69728	extinctions nn2		1
69729	extinguished vvn-aj0		1
69730	extolled vvd		1
69731	extorted vvn-aj0		1
69732	extortionately av0		1
69733	extra-sensory aj0		1
69734	extra-temporal aj0		1
69735	extra-terrestrial nn1-aj0		1
69736	extracted vvd		1
69737	extracted vvn-aj0		1
69738	extracting nn1-vvg		1
69739	extracting vvg-aj0		1
69740	extracting vvg-nn1		1
69741	extracts vvz-nn2		1
69742	extradited vvd		1
69743	extradited vvd-aj0		1
69744	extramural aj0-nn1		1
69745	extrapolated vvn		1
69746	extrapolates nn2-vvz		1
69747	extremists nn2		1
69748	extremist nn1		1
69749	extremist nn1-aj0		1
69750	extricably av0		1
69751	extricated vvd		1
69752	extricated vvn		1
69753	extricate vvi		1
69754	extricating vvg		1
69755	extrotic aj0		1
69756	extrusion nn1		1
69757	extr unc		1
69758	exuded vvd		1
69759	exude vvi		1
69760	exultant aj0		1
69761	exultation nn1		1
69762	exulted vvn		1
69763	exults vvz		1
69764	exult vvi		1
69765	eye-opener nn1-aj0		1
69766	eyeballing vvg		1
69767	eyecatching nn1		1
69768	eyed vvd		1
69769	eyelash nn1-vvb		1
69770	eyeshadow nn1		1
69771	eyesilmar np0-nn1		1
69772	eyes unc		1
69773	eyewash nn1-vvb		1
69774	eyewitnesses nn2		1
69775	eyewitness nn1		1
69776	eynsham np0-nn1		1
69777	eyre nn1-np0		1
69778	eyslate nn1		1
69779	ezra np0-nn1		1
69780	École nn1-np0		1
69781	École np0-nn1		1
69782	élite aj0		1
69783	émigré nn1		1
69784	Époque np0-nn1		1
69785	f15 unc		1
69786	f16 unc		1
69787	f1 unc		1
69788	fabian np0		1
69789	fabricated aj0		1
69790	fabricating vvg		1
69791	fabrications nn2		1
69792	fabulously av0		1
69793	face-lifting nn1-aj0		1
69794	face- aj0-nn1		1
69795	faced vvn-aj0		1
69796	facelift nn1-vvb		1
69797	facewise av0-aj0		1
69798	facey aj0-nn1		1
69799	facially av0		1
69800	facilitated vvd		1
69801	facilitated vvd-vvn		1
69802	facilitated vvn-vvd		1
69803	facilitating vvg-nn1		1
69804	facili unc		1
69805	facil unc		1
69806	facing aj0		1
69807	facing nn1		1
69808	facing nn1-vvg		1
69809	faci unc		1
69810	facsimile nn1		1
69811	fact-finding aj0-nn1		1
69812	fact-finding nn1-aj0		1
69813	fact-find aj0		1
69814	facted vvd		1
69815	factional aj0		1
69816	facti unc		1
69817	factly av0		1
69818	factorized vvn		1
69819	factory-wise aj0		1
69820	factor nn1-vvb		1
69821	factor unc		1
69822	faddy aj0		1
69823	fadel np0-nn1		1
69824	fade vvb-nn1		1
69825	fadge. np0		1
69826	fading vvg-aj0		1
69827	fads np0		1
69828	faeces nn2		1
69829	faed aj0		1
69830	faed aj0-vvd		1
69831	faffing vvg-nn1		1
69832	faff nn1		1
69833	faff nn1-vvb		1
69834	fagged vvn-aj0		1
69835	fagging np0		1
69836	faggit nn1		1
69837	fagin nn1		1
69838	fagin np0		1
69839	fag vvb-nn1		1
69840	fail-safes nn2		1
69841	fail-safe aj0		1
69842	failsafe nn1		1
69843	fails nn2		1
69844	fails nn2-vvz		1
69845	fails vvz-nn2		1
69846	faim nn1		1
69847	fainted vvd-vvn		1
69848	fainted vvn		1
69849	fainted vvn-aj0		1
69850	faint vvb		1
69851	fair-mindedness nn1-aj0		1
69852	fair-minded aj0		1
69853	fair-trade aj0		1
69854	fair-trading aj0		1
69855	fairclough np0		1
69856	faircroft np0-nn1		1
69857	faircroft vvb		1
69858	faired vvd		1
69859	fairess nn1		1
69860	faire unc		1
69861	fairfield np0		1
69862	fairgrounds nn2		1
69863	fairlight np0-nn1		1
69864	fairmile nn1-aj0		1
69865	fairmile nn1-np0		1
69866	fairway nn1		1
69867	faisley np0-nn1		1
69868	faithfuls nn2		1
69869	faith unc		1
69870	fai unc		1
69871	faked vvn		1
69872	fakenham np0		1
69873	faker nn1		1
69874	fakes nn2		1
69875	falcons nn2		1
69876	faldo np0		1
69877	falf np0-nn1		1
69878	fallaciousness nn1		1
69879	fallible aj0		1
69880	fallopian aj0-nn1		1
69881	fallout vvi		1
69882	falls np0		1
69883	fall unc		1
69884	falsehood nn1		1
69885	falseness nn1		1
69886	falsification nn1		1
69887	falsified vvd		1
69888	falsifying vvg		1
69889	falsifying vvg-aj0		1
69890	falsify vvb		1
69891	falsity nn1		1
69892	falstaffian aj0		1
69893	faltering vvg-aj0		1
69894	falter vvi		1
69895	fal unc		1
69896	famagusta np0		1
69897	fame unc		1
69898	familiarises vvz		1
69899	familiarising vvg		1
69900	familiarization nn1		1
69901	familiarized vvn		1
69902	familiarizing vvg		1
69903	familiarly av0		1
69904	famine-hit aj0		1
69905	famished aj0		1
69906	famlingham np0-nn1		1
69907	famlyn np0		1
69908	famously av0		1
69909	fanatic aj0		1
69910	fanbelts nn2-vvz		1
69911	fancied aj0		1
69912	fancied aj0-vvd		1
69913	fancied vvn-vvd		1
69914	fancifully av0		1
69915	fane unc		1
69916	fangs nn2		1
69917	fanned vvn-vvd		1
69918	fanning vvg-nn1		1
69919	fanny-annie np0		1
69920	fantabbidabbidosy aj0-nn1		1
69921	fantan np0		1
69922	fantasised aj0-vvn		1
69923	fantasizing vvg-aj0		1
69924	fanta nn1-np0		1
69925	fant unc		1
69926	far-fetched aj0		1
69927	far-flung aj0		1
69928	far-sighted aj0		1
69929	far- aj0		1
69930	farcically av0		1
69931	farer nn1		1
69932	fares nn2-vvz		1
69933	fares vvz-nn2		1
69934	fare vvb-nn1		1
69935	fare vvi		1
69936	farged aj0		1
69937	farged vvd		1
69938	farley np0		1
69939	farmed aj0		1
69940	farmed vvd		1
69941	farmed vvd-vvn		1
69942	farmed vvn-vvd		1
69943	farmer nn1-np0		1
69944	farmhands nn2		1
69945	farming aj0-nn1		1
69946	farming vvg-nn1		1
69947	farmlands nn2		1
69948	farmoor nn1-np0		1
69949	farms vvz		1
69950	farm unc		1
69951	farm vvb-nn1		1
69952	farm vvi		1
69953	farnbor unc		1
69954	farnby nn1-np0		1
69955	farrant np0-nn1		1
69956	farrows nn2		1
69957	farrow np0		1
69958	farr np0		1
69959	fart-arsing aj0		1
69960	farted vvn-vvd		1
69961	farthest av0		1
69962	farting nn1		1
69963	farts vvz		1
69964	farty nn1-aj0		1
69965	fart unc		1
69966	farver nn1		1
69967	fascia nn1		1
69968	fascinated vvd		1
69969	fascinated vvd-vvn		1
69970	fascinate vvi		1
69971	fascinating aj0-vvg		1
69972	fascist aj0-nn1		1
69973	fascist nn1		1
69974	fashioning vvg		1
69975	fashions nn2-vvz		1
69976	fashions vvz		1
69977	fashion unc		1
69978	faso np0		1
69979	fast-buck aj0		1
69980	fastened vvd-vvn		1
69981	fastens vvz		1
69982	fastest av0		1
69983	fastext vvb-nn1		1
69984	fasting aj0-nn1		1
69985	fasting nn1		1
69986	fasting vvg		1
69987	fastnet nn1		1
69988	fast nn1-aj0		1
69989	fast vvi		1
69990	fat-a-lump aj0-nn1		1
69991	fat- aj0-nn1		1
69992	fatally av0		1
69993	fated vvn		1
69994	fater unc		1
69995	fates nn2		1
69996	father-confessor aj0-nn1		1
69997	father-in- aj0-nn1		1
69998	father- aj0		1
69999	father- aj0-nn1		1
70000	fatherless aj0		1
70001	fathomering aj0-nn1		1
70002	fathoms nn2		1
70003	fathom nn1		1
70004	fathom nn1-vvb		1
70005	fathom vvb-nn1		1
70006	fatigued aj0-vvd		1
70007	fatigues nn2		1
70008	fatso nn1		1
70009	fatted aj0		1
70010	fattened vvn		1
70011	fatten vvb		1
70012	fattier ajc		1
70013	fatties np0		1
70014	fauder np0		1
70015	faultless aj0		1
70016	favell np0		1
70017	favom vvb		1
70018	favoured aj0-vvn		1
70019	favoured vvd		1
70020	favoured vvn-vvd		1
70021	favours nn2-vvz		1
70022	fawn aj0		1
70023	fawn nn1		1
70024	faxed vvd-aj0		1
70025	faxed vvn		1
70026	fayed aj0		1
70027	fayre np0-nn1		1
70028	fc np0		1
70029	fdg np0		1
70030	fear-provoking aj0-nn1		1
70031	fearless aj0		1
70032	fearsomely av0		1
70033	fear np0		1
70034	feasibly av0		1
70035	feasting vvg-nn1		1
70036	feather-lined aj0-nn1		1
70037	feathering nn1		1
70038	featre nn1		1
70039	feature-wise aj0		1
70040	featured aj0		1
70041	featured vvn-aj0		1
70042	featureless aj0		1
70043	features vvz		1
70044	fea unc		1
70045	february/march np0		1
70046	febru unc		1
70047	federalists nn2		1
70048	federals nn2		1
70049	federate vvi		1
70050	federative aj0		1
70051	feebleness nn1		1
70052	feedba unc		1
70053	feeded vvd		1
70054	feeded vvn		1
70055	feeding aj0-vvg		1
70056	feedstuffs nn2		1
70057	feelers unc		1
70058	feeley np0		1
70059	feels nn2-vvz		1
70060	feel unc		1
70061	feeted unc		1
70062	feets nn2		1
70063	fein np0		1
70064	feisty aj0		1
70065	feist nn1		1
70066	felicia np0		1
70067	felled aj0-vvn		1
70068	felled vvd-aj0		1
70069	felled vvn		1
70070	felled vvn-vvd		1
70071	felling nn1		1
70072	fellowes np0		1
70073	fellowships nn2		1
70074	fellows np0		1
70075	fells np0		1
70076	felons nn2		1
70077	femaleness nn1		1
70078	femidoms nn2		1
70079	femidom np0-nn1		1
70080	feminine aj0-nn1		1
70081	femoral aj0		1
70082	femoral aj0-nn1		1
70083	fenced aj0		1
70084	fence vvb		1
70085	fenc unc		1
70086	fended vvn		1
70087	fending vvg-aj0		1
70088	fends vvz		1
70089	fenêtre unc		1
70090	fenugreek nn1-vvb		1
70091	feraccas np0		1
70092	feral aj0		1
70093	ferchase vvb-nn1		1
70094	ferdie np0		1
70095	ferdie np0-nn1		1
70096	fergal np0		1
70097	fergie-wergie np0		1
70098	fergies nn2		1
70099	fergusons np0		1
70100	fergy nn1-np0		1
70101	fermentation nn1		1
70102	fermenting aj0		1
70103	fermor np0-nn1		1
70104	fernando np0		1
70105	fernand np0		1
70106	fernbury np0		1
70107	ferndean np0		1
70108	ferndown np0		1
70109	fernlea nn1-np0		1
70110	fern np0-nn1		1
70111	fern unc		1
70112	ferociously av0		1
70113	ferrangi nn2		1
70114	ferranti np0		1
70115	ferrar unc		1
70116	ferrera np0		1
70117	ferrers np0		1
70118	ferreting nn1-aj0		1
70119	ferreting vvg		1
70120	ferrets unc		1
70121	ferret vvb-nn1		1
70122	ferris nn1		1
70123	ferris np0		1
70124	ferrous aj0		1
70125	ferro unc		1
70126	ferry np0		1
70127	fertilized vvn-vvd		1
70128	fertilizes vvz		1
70129	fertilizing aj0-nn1		1
70130	fertilizing vvg		1
70131	fervently av0		1
70132	fer ajc		1
70133	fer unc		1
70134	fesh unc		1
70135	festered aj0		1
70136	festered aj0-vvd		1
70137	festered vvd		1
70138	festerey nn1		1
70139	festinniog nn1-vvb		1
70140	festivity nn1		1
70141	festooned vvn		1
70142	festoon aj0		1
70143	fes unc		1
70144	fetal aj0		1
70145	fetching aj0-vvg		1
70146	fetching nn1		1
70147	fete np0		1
70148	fetishist nn1		1
70149	fettered vvn-aj0		1
70150	fettle nn1		1
70151	fet unc		1
70152	feuded vvn		1
70153	feuds nn2		1
70154	feud unc		1
70155	feverack np0		1
70156	feverfew nn1		1
70157	feverfew vvb-nn1		1
70158	feverishness nn1		1
70159	feverish aj0		1
70160	feverously av0		1
70161	fevers nn2		1
70162	fevre np0		1
70163	fewest dt0		1
70164	few unc		1
70165	fe nn1		1
70166	fêtes nn2		1
70167	ffenning vvg-nn1		1
70168	ffr nn0		1
70169	fgd np0		1
70170	fi-fi np0		1
70171	fiancee nn1		1
70172	fiancé nn1		1
70173	fiats nn2		1
70174	fiats np0		1
70175	fibbing aj0-nn1		1
70176	fibbing unc		1
70177	fibbing vvg		1
70178	fibre-glass nn1		1
70179	fibrillator nn1		1
70180	fibrositis nn1		1
70181	fibrous np0		1
70182	fibs nn2-vvz		1
70183	fibwell nn1-vvb		1
70184	fibwell np0		1
70185	fib nn1-vvb		1
70186	fib vvb		1
70187	fib vvb-nn1		1
70188	fice nn1		1
70189	fickle aj0		1
70190	fiction-making nn1		1
70191	fiddle-dee-dee unc		1
70192	fiddling aj0		1
70193	fiddling nn1		1
70194	fidel np0		1
70195	fide nn1		1
70196	fidgeting aj0-nn1		1
70197	fidgeting vvg-aj0		1
70198	fidgets vvz		1
70199	fidget nn1		1
70200	fidget nn1-vvb		1
70201	fidget vvb		1
70202	fidos np0		1
70203	fidrer nn1		1
70204	fiedler np0		1
70205	fielded vvd-vvn		1
70206	fielder nn1		1
70207	fields nn2-vvz		1
70208	field vvb		1
70209	fierre unc		1
70210	fiesta nn1		1
70211	fie itj		1
70212	fife nn1		1
70213	fifield np0		1
70214	fifteen% unc		1
70215	fifteen's crd		1
70216	fifteen-year nn1		1
70217	fiftee unc		1
70218	fiftiesey nn1		1
70219	fifty-ninth ord		1
70220	fifty-threes crd		1
70221	fifty/two crd		1
70222	fif nn1		1
70223	fige unc		1
70224	fight-fighters nn2		1
70225	fighting aj0-nn1		1
70226	fight unc		1
70227	figment nn1		1
70228	figueres np0		1
70229	figured vvd-vvn		1
70230	figured vvn-vvd		1
70231	figuring vvg-aj0		1
70232	filamenia np0		1
70233	filed aj0		1
70234	filer nn1		1
70235	filey np0-nn1		1
70236	filibuster nn1		1
70237	filigree nn1		1
70238	fill-in aj0		1
70239	fill-up nn1		1
70240	filleca nn1		1
70241	fillers nn2		1
70242	fillet vvb-nn1		1
70243	fillet vvi		1
70244	filling aj0-nn1		1
70245	filling vvg-aj0		1
70246	filli unc		1
70247	filly nn1		1
70248	fill nn1		1
70249	filmed vvn-vvd		1
70250	filmic aj0		1
70251	filming vvg-nn1		1
70252	filmmaking aj0-nn1		1
70253	filmmaking nn1		1
70254	filmmaking nn1-vvg		1
70255	films vvz-nn2		1
70256	filofax np0		1
70257	filofax np0-nn1		1
70258	filtered vvd-vvn		1
70259	filtered vvn-aj0		1
70260	filters nn2-vvz		1
70261	filter vvb-nn1		1
70262	filthier ajc		1
70263	filton nn1-np0		1
