Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
30078	zain nn1-aj0		6
30079	zest nn1		6
30080	zilch nn1		6
30081	zing vvg-aj0		6
30082	zippo nn1		6
30083	zip nn1-vvb		6
30084	  vvb-nn1		6
30085	'kin nn1		5
30086	1643 crd		5
30087	1946 crd		5
30088	1967 crd		5
30089	1969 crd		5
30090	1986 crd		5
30091	250 crd		5
30092	300 crd		5
30093	32 crd		5
30094	34 crd		5
30095	6th ord		5
30096	70 crd		5
30097	aback av0		5
30098	abandon vvb		5
30099	abel np0		5
30100	abhorrent aj0		5
30101	abiding aj0-vvg		5
30102	abington np0		5
30103	abortive aj0		5
30104	abrasive aj0		5
30105	absorbs vvz		5
30106	absorb vvb		5
30107	abstaining vvg		5
30108	abstract aj0-nn1		5
30109	abuser nn1		5
30110	abuses nn2		5
30111	academic aj0-nn1		5
30112	academic nn1		5
30113	accelerating aj0-vvg		5
30114	accelerators nn2		5
30115	access vvb-nn1		5
30116	accidentals nn2		5
30117	acclaim nn1		5
30118	accomplish vvi		5
30119	accordion nn1		5
30120	accounts vvz-nn2		5
30121	accuses vvz		5
30122	acetic aj0		5
30123	aching aj0-vvg		5
30124	acorn nn1		5
30125	acquired vvd-vvn		5
30126	acquiring vvg		5
30127	acreage nn1		5
30128	acting aj0-vvg		5
30129	activated vvn-vvd		5
30130	activate vvi		5
30131	added aj0-vvn		5
30132	added vvd-aj0		5
30133	adders nn2		5
30134	addressed vvn-aj0		5
30135	adherents nn2		5
30136	adidas nn2		5
30137	adjudication nn1		5
30138	adjustable aj0		5
30139	administer vvb		5
30140	admired vvn		5
30141	admiring vvg-aj0		5
30142	admitting vvg		5
30143	adolescent aj0-nn1		5
30144	adolf np0		5
30145	adorable aj0		5
30146	adulthood nn1		5
30147	advanced aj0-vvn		5
30148	advised vvd-vvn		5
30149	advocated vvn		5
30150	advocates vvz		5
30151	advocate vvb		5
30152	ad av0		5
30153	affects nn2		5
30154	affidavits nn2		5
30155	affirming vvg		5
30156	affirm vvb		5
30157	affords vvz		5
30158	afoot av0-aj0		5
30159	afterlife nn1		5
30160	aftermath nn1		5
30161	aga np0-nn1		5
30162	aggressively av0		5
30163	aggressor nn1		5
30164	ahm nn1		5
30165	ah unc		5
30166	aiding vvg		5
30167	ail vvb		5
30168	airfields nn2		5
30169	airframe nn1		5
30170	airfreight nn1		5
30171	airing vvg		5
30172	airplane nn1		5
30173	airy-fairy aj0		5
30174	airy aj0		5
30175	air unc		5
30176	alerting vvg		5
30177	algorithm nn1		5
30178	alia np0		5
30179	alien nn1		5
30180	aligned vvn		5
30181	alistare np0		5
30182	alkalinity nn1		5
30183	alkane nn1		5
30184	all-weather aj0		5
30185	allay vvi		5
30186	allot vvi		5
30187	allow unc		5
30188	alluded vvd		5
30189	alluded vvn-aj0		5
30190	alms nn2		5
30191	alocentric aj0		5
30192	alpine aj0		5
30193	alr unc		5
30194	amanuensis nn1		5
30195	ambidextrous aj0		5
30196	amelia np0		5
30197	american nn1-aj0		5
30198	americas np0		5
30199	amer unc		5
30200	amid prp		5
30201	amniocentesis nn1		5
30202	amniotic aj0		5
30203	amount nn1-vvb		5
30204	anatomy nn1		5
30205	ana unc		5
30206	ancestral aj0		5
30207	anecdotes nn2		5
30208	angie nn1-np0		5
30209	angie np0-nn1		5
30210	angular aj0		5
30211	animal nn1-aj0		5
30212	anna-marie np0		5
30213	annes np0		5
30214	anointing nn1		5
30215	anointing nn1-aj0		5
30216	anoth unc		5
30217	antagonistic aj0		5
30218	antagonize vvi		5
30219	antarctic aj0		5
30220	anthropological aj0		5
30221	anthropologists nn2		5
30222	anth np0-nn1		5
30223	anti-depressants nn2		5
30224	anti-trade aj0-nn1		5
30225	anti- aj0-nn1		5
30226	anticipated vvd-vvn		5
30227	antrim np0		5
30228	anyways nn2		5
30229	ape nn1		5
30230	apothecary nn1		5
30231	appetites nn2		5
30232	appoint unc		5
30233	apportionment nn1		5
30234	appraised vvn		5
30235	apprehend vvi		5
30236	apprenticed vvn		5
30237	aprons nn2		5
30238	aquarium nn1		5
30239	aqua nn1		5
30240	arguing vvg-nn1		5
30241	arimathea np0		5
30242	aristocracy nn1		5
30243	armbands nn2		5
30244	arncott np0		5
30245	arsed vvn-aj0		5
30246	arsenic nn1		5
30247	arteriosclerosis nn1		5
30248	asbestos nn1		5
30249	ascent nn1		5
30250	ascertain vvb		5
30251	ash np0-nn1		5
30252	assaulted vvd-vvn		5
30253	assembled vvn-aj0		5
30254	assert vvi		5
30255	assessed aj0		5
30256	assessed vvd		5
30257	assessors nn2		5
30258	assimilation nn1		5
30259	assumed vvn-vvd		5
30260	assured aj0		5
30261	assured vvn-vvd		5
30262	astronomer nn1		5
30263	attached aj0-vvn		5
30264	attached vvd		5
30265	attacker nn1		5
30266	attain vvi		5
30267	attempted vvn-aj0		5
30268	attracted vvd-vvn		5
30269	attracting vvg		5
30270	attractiveness nn1		5
30271	attribute nn1		5
30272	audited aj0		5
30273	auditorium nn1		5
30274	audit vvb		5
30275	augmented aj0		5
30276	aug unc		5
30277	aunties nn2		5
30278	aussie nn1		5
30279	austins np0		5
30280	authorised vvn		5
30281	authorized vvn		5
30282	authorizing vvg		5
30283	autonomous aj0		5
30284	autonomy nn1		5
30285	averse aj0		5
30286	avid aj0		5
30287	avoids vvz		5
30288	awake vvb		5
30289	axminster np0-nn1		5
30290	ayletts np0		5
30291	a np0		5
30292	bachelors nn2		5
30293	back-up nn1-aj0		5
30294	backbenchers nn2		5
30295	backfired vvn		5
30296	backslash vvb-nn1		5
30297	back np0		5
30298	bacterium nn1		5
30299	bahrain np0		5
30300	bah itj		5
30301	bailing vvg		5
30302	baize nn1		5
30303	baked vvn-aj0		5
30304	balance vvb		5
30305	balconies nn2		5
30306	balers nn2		5
30307	bamber np0		5
30308	bampton np0		5
30309	bandaged vvn-vvd		5
30310	banged vvn		5
30311	bangs nn2		5
30312	banking vvg		5
30313	banks vvz		5
30314	ban vvb		5
30315	baps nn2		5
30316	barbados np0		5
30317	bardwell np0		5
30318	barks vvz		5
30319	bark vvb-nn1		5
30320	barlow np0		5
30321	barm nn1		5
30322	bashed vvd		5
30323	bash vvb		5
30324	bass np0-nn1		5
30325	bathing vvg-aj0		5
30326	bath vvb-nn1		5
30327	baton nn1		5
30328	bats nn2		5
30329	bats nn2-vvz		5
30330	battledress nn1		5
30331	battled vvd		5
30332	battle vvi		5
30333	beadle np0-nn1		5
30334	beastlings nn2		5
30335	beater nn1		5
30336	beats nn2-vvz		5
30337	beats vvz-nn2		5
30338	beaumann np0		5
30339	beauties nn2		5
30340	became vvn		5
30341	beco unc		5
30342	bede np0		5
30343	bedfordshire np0		5
30344	bedge nn1-np0		5
30345	bedridden aj0		5
30346	bed vvi		5
30347	beechers np0		5
30348	beep vvb-nn1		5
30349	beeson np0		5
30350	beetle nn1		5
30351	beetroot nn1		5
30352	begged vvd		5
30353	begging vvg-nn1		5
30354	begonias nn2		5
30355	belgian aj0		5
30356	belvin np0-nn1		5
30357	benefiting vvg		5
30358	benign aj0		5
30359	benji nn2		5
30360	bensons np0		5
30361	benzene nn1		5
30362	bereaved aj0		5
30363	bergen np0		5
30364	bermuda np0		5
30365	bertrand np0		5
30366	bessie np0		5
30367	bestest ajs		5
30368	bestowed vvn		5
30369	betwe unc		5
30370	bet vvd		5
30371	beveridge np0		5
30372	bicktons np0		5
30373	bilbao np0		5
30374	bilborough np0-nn1		5
30375	billeted vvn		5
30376	binders nn2		5
30377	binding vvg		5
30378	bing np0		5
30379	bing vvg-aj0		5
30380	bin vvi		5
30381	birch nn1		5
30382	birthplace nn1		5
30383	blackmail vvi		5
30384	black np0-nn1		5
30385	blameworthy aj0		5
30386	blame vvb-nn1		5
30387	blankley np0		5
30388	blazing vvg		5
30389	bleeds vvz		5
30390	bleeper nn1		5
30391	bleep unc		5
30392	blender nn1		5
30393	blenkinsop np0-nn1		5
30394	blinded vvd		5
30395	blinding aj0		5
30396	blink vvi		5
30397	blobby aj0		5
30398	blocking aj0-vvg		5
30399	blocking vvg-aj0		5
30400	bloodshed nn1		5
30401	blooms nn2		5
30402	blotches nn2		5
30403	blows vvz-nn2		5
30404	blu-tack np0		5
30405	blu unc		5
30406	boaz np0-nn1		5
30407	bobbies nn2		5
30408	bobble nn1-vvb		5
30409	bobblin nn1		5
30410	bodied aj0		5
30411	bodyguards nn2		5
30412	bodyguard nn1		5
30413	bogeys nn2		5
30414	bog nn1-vvb		5
30415	boil vvb-nn1		5
30416	boldly av0		5
30417	bolger np0		5
30418	bollock nn1		5
30419	bolognaise nn1-vvb		5
30420	bolognese nn1		5
30421	bolted vvn-vvd		5
30422	bolt nn1-vvb		5
30423	bolt vvb-nn1		5
30424	bombarded vvn		5
30425	bombing nn1-vvg		5
30426	bonded vvn-aj0		5
30427	bongo nn1		5
30428	bonio np0-nn1		5
30429	bonjour unc		5
30430	boob nn1		5
30431	booed vvn		5
30432	boogie nn1-vvb		5
30433	bookshops nn2		5
30434	boom nn1-vvb		5
30435	booth nn1		5
30436	bootleg nn1		5
30437	boo nn1-vvb		5
30438	born aj0-vvn		5
30439	boroughbridge np0		5
30440	bor unc		5
30441	bosch np0		5
30442	boss vvi		5
30443	bottomed vvn		5
30444	bot nn1		5
30445	bounce nn1		5
30446	bounded vvn		5
30447	bowls vvz		5
30448	boxed vvn		5
30449	boyd np0		5
30450	brainstorming nn1		5
30451	bramley np0		5
30452	branagan np0		5
30453	bravery nn1		5
30454	braver ajc		5
30455	breakdowns nn2		5
30456	breakfasts nn2		5
30457	break unc		5
30458	breathing vvg-nn1		5
30459	breathless aj0		5
30460	breech nn1		5
30461	brewing nn1-vvg		5
30462	brie nn1		5
30463	brightening vvg		5
30464	brill aj0		5
30465	bristles nn2		5
30466	briton nn1		5
30467	brits nn2		5
30468	broadcast vvn		5
30469	broaden vvb		5
30470	broadsheets nn2		5
30471	brock np0		5
30472	broke vvd-aj0		5
30473	brook nn1		5
30474	brownish aj0		5
30475	brunt nn1		5
30476	budgets nn2-vvz		5
30477	budget vvb-nn1		5
30478	bulge vvi		5
30479	bulging vvg		5
30480	bulging vvg-aj0		5
30481	bulky aj0		5
30482	bullish aj0		5
30483	bummer nn1		5
30484	bumped vvn-vvd		5
30485	bunk vvi		5
30486	bunsen nn1		5
30487	buoyancy nn1		5
30488	bureaux nn2		5
30489	burgeoning aj0		5
30490	burk nn1		5
30491	burned vvd-vvn		5
30492	burnsall np0		5
30493	burzoi nn1		5
30494	bustle vvb		5
30495	butchering nn1		5
30496	butcher np0		5
30497	buttonhole nn1		5
30498	buys nn2-vvz		5
30499	buzzing vvg-aj0		5
30500	bypasses nn2		5
30501	byron np0		5
30502	by unc		5
30503	cabs nn2		5
30504	cackle vvb-nn1		5
30505	cack nn1		5
30506	caelia np0		5
30507	cagey aj0		5
30508	cah unc		5
30509	calculated vvn-aj0		5
30510	calder np0		5
30511	calliper nn1		5
30512	calmed vvn-vvd		5
30513	calpol nn1		5
30514	calvary np0		5
30515	calverton nn1-np0		5
30516	calyx nn1		5
30517	camco np0-nn1		5
30518	campaign vvb-nn1		5
30519	camped vvd		5
30520	campers nn2		5
30521	camper nn1		5
30522	camp nn1-np0		5
30523	canaries nn2		5
30524	cancellations nn2		5
30525	cancelling vvg-aj0		5
30526	candice np0		5
30527	candidly av0		5
30528	canines nn2		5
30529	canine aj0-nn1		5
30530	canisters nn2		5
30531	canoes nn2		5
30532	caption nn1		5
30533	caravanning vvg		5
30534	cardigans nn2		5
30535	care unc		5
30536	carfax np0		5
30537	carpenter np0		5
30538	carris np0		5
30539	carrycot nn1		5
30540	carrying nn1-vvg		5
30541	carssier np0-nn1		5
30542	carvers nn2		5
30543	cascade nn1		5
30544	cascade nn1-vvb		5
30545	casement nn1		5
30546	cash vvb-nn1		5
30547	casseroles nn2		5
30548	cassie np0-nn1		5
30549	caster nn1		5
30550	castors nn2		5
30551	casts vvz		5
30552	cast nn1-aj0		5
30553	cast nn1-vvb		5
30554	catches nn2		5
30555	categorize vvb		5
30556	cath unc		5
30557	cauldron nn1		5
30558	cavaliers nn2		5
30559	cavalier nn1		5
30560	caverns nn2		5
30561	cave nn1-vvb		5
30562	celebrated vvd		5
30563	cellular aj0		5
30564	cement nn1-vvb		5
30565	cemeteries nn2		5
30566	centage nn1		5
30567	centralize vvi		5
30568	centred vvd-vvn		5
30569	ceramic aj0-nn1		5
30570	ceremonies nn2		5
30571	chadlington np0		5
30572	chained vvn		5
30573	challenged vvn-vvd		5
30574	chapel nn1-np0		5
30575	chaplain nn1		5
30576	chappies nn2		5
30577	characterise vvi		5
30578	charter nn1-vvb		5
30579	char nn1		5
30580	chased vvd-vvn		5
30581	chases vvz		5
30582	chastise vvi		5
30583	chatham np0		5
30584	chatting vvg-nn1		5
30585	cheap aj0-av0		5
30586	cheddar np0		5
30587	cheer nn1		5
30588	cheer vvb		5
30589	chefs nn2		5
30590	cherub nn1-vvb		5
30591	cherub vvb-nn1		5
30592	chesterton np0		5
30593	chettle np0		5
30594	chewy np0		5
30595	chew nn1-vvb		5
30596	chiang np0		5
30597	childline nn1-vvb		5
30598	childminder nn1		5
30599	chiltern aj0		5
30600	chipboard nn1		5
30601	chisel nn1		5
30602	choke vvb-nn1		5
30603	chopped aj0		5
30604	choruses nn2		5
30605	chugga nn1		5
30606	chur unc		5
30607	ciao itj		5
30608	circular aj0		5
30609	circulated vvn-vvd		5
30610	circumcision nn1		5
30611	cir unc		5
30612	cis nn1		5
30613	clarifying vvg		5
30614	classifications nn2		5
30615	classify vvb		5
30616	classlessness nn1		5
30617	class vvb-nn1		5
30618	cleansed vvn		5
30619	cleanse vvb		5
30620	clean nn1		5
30621	clement np0		5
30622	cleverest ajs		5
30623	climbs vvz		5
30624	cling vvi		5
30625	clipped vvn-vvd		5
30626	clipping vvg		5
30627	clips vvz-nn2		5
30628	clip vvb-nn1		5
30629	cli unc		5
30630	clobbering vvg		5
30631	clockwise av0		5
30632	closed vvd-aj0		5
30633	close av0		5
30634	cloud vvi		5
30635	clydesdale np0		5
30636	co-efficient nn1		5
30637	co-opted vvn		5
30638	coaching vvg		5
30639	coast np0		5
30640	cobblers nn2		5
30641	cock vvi		5
30642	coded aj0-vvn		5
30643	coded vvn-aj0		5
30644	cognizance nn1		5
30645	cohesive aj0		5
30646	coleridge np0		5
30647	colgan np0		5
30648	collapsing aj0-vvg		5
30649	collateral nn1		5
30650	collided vvn		5
30651	collinswood np0		5
30652	colman np0		5
30653	colours nn2-vvz		5
30654	colt nn1		5
30655	colwyn np0		5
30656	combed vvn		5
30657	combining vvg-aj0		5
30658	comb vvi		5
30659	comers nn2		5
30660	comforting aj0		5
30661	comforts nn2		5
30662	comfort vvb-nn1		5
30663	comic nn1-aj0		5
30664	coming aj0-vvg		5
30665	commando nn1		5
30666	commands vvz		5
30667	commended vvn		5
30668	commending vvg		5
30669	commensurate aj0		5
30670	commentator nn1		5
30671	comme unc		5
30672	commotion nn1		5
30673	commune nn1		5
30674	communicado np0-nn1		5
30675	compatibility nn1		5
30676	compensate vvb		5
30677	complexes nn2		5
30678	complicated aj0-vvn		5
30679	complies vvz		5
30680	compressed vvn-aj0		5
30681	compromise nn1-vvb		5
30682	computerised aj0		5
30683	conceive vvb		5
30684	conceptual aj0		5
30685	concern vvb		5
30686	concourse nn1		5
30687	concubine nn1-vvb		5
30688	concurrent aj0		5
30689	condam np0-nn1		5
30690	condemn vvb		5
30691	conditioned vvn-aj0		5
30692	condition nn1-vvb		5
30693	condone vvi		5
30694	coney np0		5
30695	confinement nn1		5
30696	confiscate vvb		5
30697	conforming vvg		5
30698	conform vvb		5
30699	confront vvb		5
30700	confusions nn2		5
30701	congratulated vvd		5
30702	conical aj0		5
30703	conker nn1		5
30704	connected vvd		5
30705	connor np0		5
30706	conrod nn1		5
30707	consent vvi		5
30708	consequential aj0		5
30709	conservationists nn2		5
30710	conservatism nn1		5
30711	console nn1		5
30712	console nn1-vvb		5
30713	consolidation nn1		5
30714	conspicuous aj0		5
30715	constable nn1-np0		5
30716	constants nn2		5
30717	constipation nn1		5
30718	constitute vvi		5
30719	constructively av0		5
30720	consumerism nn1		5
30721	contactable aj0		5
30722	contained vvd		5
30723	contaminated aj0		5
30724	contextual aj0		5
30725	contracting aj0-vvg		5
30726	contracts nn2-vvz		5
30727	convened vvn		5
30728	convener nn1		5
30729	conventionally av0		5
30730	convergent aj0		5
30731	converters nn2		5
30732	converts vvz		5
30733	conveyancing nn1-aj0		5
30734	conveys vvz		5
30735	convinced aj0-vvd		5
30736	convoluted aj0		5
30737	convoys nn2		5
30738	con vvb		5
30739	con vvb-nn1		5
30740	cooled vvn		5
30741	coopers nn2		5
30742	coordinated aj0		5
30743	copied vvn-vvd		5
30744	copies vvz		5
30745	corgi np0		5
30746	cornish np0		5
30747	corns nn2		5
30748	corollas np0		5
30749	coronations nn2		5
30750	coroner nn1		5
30751	corporal nn1-aj0		5
30752	corporates nn2		5
30753	corps nn0		5
30754	correlate vvi		5
30755	correspondents nn2		5
30756	corresponding vvg-aj0		5
30757	correspond vvb		5
30758	coses nn2		5
30759	cosmic aj0		5
30760	cos unc		5
30761	coughs nn2		5
30762	counselled vvn-aj0		5
30763	counterproductive aj0		5
30764	countryman nn1		5
30765	courtroom nn1		5
30766	cour unc		5
30767	covenant nn1		5
30768	covering aj0		5
30769	covering nn1-aj0		5
30770	cowardice nn1		5
30771	cowards nn2		5
30772	cox nn1		5
30773	crackdown nn1		5
30774	cracked vvn-vvd		5
30775	cram vvi		5
30776	cranks nn2		5
30777	crashes vvz		5
30778	crawlers nn2		5
30779	crawling vvg-aj0		5
30780	crawl nn1-vvb		5
30781	crawl vvb-nn1		5
30782	creaking aj0		5
30783	cream aj0-nn1		5
30784	creches nn2		5
30785	creda np0		5
30786	credits vvz-nn2		5
30787	creeping vvg-aj0		5
30788	creeps nn2		5
30789	cricketers nn2		5
30790	crimean aj0		5
30791	cringing vvg		5
30792	crippled vvn		5
30793	crisps nn2-vvz		5
30794	criticizes vvz		5
30795	critique nn1		5
30796	crocuses nn2		5
30797	crooks nn2		5
30798	cropredy np0		5
30799	crop nn1-vvb		5
30800	crossley np0		5
30801	crowded aj0-vvd		5
30802	crowding vvg		5
30803	crown vvi		5
30804	cro unc		5
30805	crucify vvb		5
30806	crunch vvb-nn1		5
30807	crush vvb		5
30808	crustal aj0		5
30809	crying aj0		5
30810	cryptosporidia nn1		5
30811	crystallised aj0		5
30812	cube vvb-nn1		5
30813	culprits nn2		5
30814	cum unc		5
30815	cured vvd		5
30816	curfew nn1		5
30817	curly np0		5
30818	curricula nn2		5
30819	curtail vvi		5
30820	customary aj0		5
30821	cutback nn1		5
30822	cyclic aj0		5
30823	c np0		5
30824	daedalus np0-nn1		5
30825	dahlia nn1		5
30826	damaged vvd		5
30827	damaging vvg-aj0		5
30828	damascus np0		5
30829	damien np0		5
30830	damp nn1		5
30831	dam nn1-vvb		5
30832	danbridge np0		5
30833	danced vvn		5
30834	danes nn2		5
30835	dan nn1		5
30836	dan unc		5
30837	dare nn1-vvb		5
30838	daring aj0		5
30839	dartford np0		5
30840	davin np0		5
30841	dawkins np0		5
30842	de-regulation nn1		5
30843	debated vvn-vvd		5
30844	debrief nn1		5
30845	debtors nn2		5
30846	decadence nn1		5
30847	decently av0		5
30848	deciding aj0		5
30849	declan np0		5
30850	declarative aj0		5
30851	declined vvn-vvd		5
30852	decline nn1-vvb		5
30853	decline vvb-nn1		5
30854	declining vvg-aj0		5
30855	decoder nn1-vvb		5
30856	decrease nn1-vvb		5
30857	decreed vvn		5
30858	decry vvi		5
30859	defeated vvd		5
30860	defends vvz		5
30861	deferring vvg		5
30862	deficient aj0		5
30863	defrost vvb		5
30864	defunct aj0		5
30865	defy vvi		5
30866	deity nn1		5
30867	delayed vvd		5
30868	deleterious aj0		5
30869	deletion nn1		5
30870	deli nn1		5
30871	deli unc		5
30872	demands vvz-nn2		5
30873	demeaning aj0		5
30874	demonstrably av0		5
30875	demonstrated vvn-vvd		5
30876	dench np0		5
30877	denied vvn-vvd		5
30878	densely av0		5
30879	depositing vvg		5
30880	deposition nn1		5
30881	deposit vvi		5
30882	depressed aj0-vvd		5
30883	depriving vvg		5
30884	derbies nn2		5
30885	dermatological aj0		5
30886	described vvn-aj0		5
30887	deserted vvn		5
30888	desertion nn1		5
30889	deservedly av0		5
30890	designate vvi		5
30891	desirability nn1		5
30892	detailed vvn		5
30893	detergent nn1		5
30894	deterred vvn		5
30895	deters vvz		5
30896	detour nn1		5
30897	detracting vvg		5
30898	developed vvd-vvn		5
30899	develop unc		5
30900	deviating vvg		5
30901	devise vvb		5
30902	devising vvg		5
30903	devolved vvn		5
30904	devote vvb		5
30905	devoting vvg		5
30906	devoured vvn		5
30907	diagnostics nn1		5
30908	dialogues nn2		5
30909	dials nn2		5
30910	dial nn1		5
30911	dial vvb-nn1		5
30912	dib vvb-nn1		5
30913	dicey aj0		5
30914	dickens nn2		5
30915	dictatorial aj0		5
30916	diddly av0		5
30917	differed vvd-vvn		5
30918	diffi unc		5
30919	digby np0		5
30920	digested vvn		5
30921	digging aj0-nn1		5
30922	dig nn1		5
30923	diminish vvi		5
30924	dimples nn2		5
30925	dint nn1		5
30926	diplomat nn1		5
30927	dipped vvd		5
30928	dipped vvd-vvn		5
30929	dipped vvn		5
30930	directed vvn-aj0		5
30931	disabled aj0-vvd		5
30932	disabled vvd-aj0		5
30933	disagreeable aj0		5
30934	disappearing aj0-vvg		5
30935	disappointed aj0-vvd		5
30936	disappointing aj0-vvg		5
30937	disapproval nn1		5
30938	disarray nn1		5
30939	disastrously av0		5
30940	discharging vvg		5
30941	discourteous aj0		5
30942	discriminatory aj0		5
30943	discusses vvz		5
30944	dished vvn		5
30945	dislikes vvz		5
30946	dismantle vvi		5
30947	dismantling vvg		5
30948	dismissed vvd-vvn		5
30949	dismiss vvb		5
30950	dispense vvi		5
30951	disperse vvi		5
30952	displaced vvn-aj0		5
30953	display vvb		5
30954	disposing vvg		5
30955	disputes nn2-vvz		5
30956	disregard vvb		5
30957	disrupted vvn		5
30958	disrupting vvg		5
30959	distinguishes vvz		5
30960	distortions nn2		5
30961	disturbed aj0-vvn		5
30962	disturbing vvg		5
30963	divers nn2		5
30964	dive vvb		5
30965	dividing aj0		5
30966	divorced vvd		5
30967	div nn1		5
30968	dixton np0		5
30969	do-it-yourself aj0-nn1		5
30970	documents nn2-vvz		5
30971	dodd np0		5
30972	doe unc		5
30973	doggies nn2		5
30974	dolphin nn1		5
30975	domino nn1		5
30976	don vvb		5
30977	doody aj0		5
30978	doorways nn2		5
30979	dorm nn1		5
30980	doubled vvd		5
30981	doubling nn1		5
30982	doughs nn2		5
30983	dov np0		5
30984	drafting nn1		5
30985	drafting vvg		5
30986	dragons nn2		5
30987	drained vvn		5
30988	draining nn1		5
30989	dread nn1-aj0		5
30990	dread vvb-nn1		5
30991	dreams vvz		5
30992	dredge vvb		5
30993	dressed vvd		5
30994	drier ajc		5
30995	drifted vvd		5
30996	drilled vvn		5
30997	dripping vvg-aj0		5
30998	drippy aj0		5
30999	droitwich np0		5
31000	drooling vvg		5
31001	drowning vvg		5
31002	drummers nn2		5
31003	drumming nn1		5
31004	dualism nn1		5
31005	ducklington np0		5
31006	duckling nn1		5
31007	due nn1		5
31008	duffel nn1		5
31009	duffy np0		5
31010	duff nn1-vvb		5
31011	dummies nn2		5
31012	dummy aj0		5
31013	dumpy aj0		5
31014	dunce nn1		5
